| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| post man | Noun | କାବୁର୍‌ ତ୍‌ ସିଟି |
| post office | Noun | ଚିଟିନ୍‌ ଲୋନ୍‌ |
| pot-belly | Noun | ଡ଼କାତଣ୍ଟ, ଡକାମିନ୍ଦଣ୍ତ, ଡଙ୍କାଲ୍‌ |
| pot vessels | Noun | ମୁନ୍ତା, ଛୋଟ ମାଟି |
| potato | Noun | ବାଙ୍ଗାଲ ଦୁମ୍ା, ଆଲୁ |
| potency | Noun | ସାତ୍‌ ଓାଁମ୍‌ |
| potter | Noun | କୁମାଲ୍‌ |
| pound | Verb | ତୁଙ୍ଗା |
| pounding rice | Noun | ନୁକ୍‌ |
| pour the water | Verb | ଏର୍‌ |
| poverty | Noun | ଇଲ୍‌ ଞୋର୍‌ |
| powder | Noun | ମାଟି |
| power | Noun | ସାତ୍‌, ଓାମ୍‌, ଆଦିକାରାମ୍ବାକ୍‌ ତି |
| practically | Adverb | ପାଢ଼ିୟ୍‌ ମାଡି |
| practice | Noun | ଆଲ୍‌ ଓଟ୍‌ |
| practise | Verb | ଆଲ୍‌ ଓଟ୍‌ ଆଇମୁଟ୍‌ |
| praise | Noun | ମେଲ୍‌ ତା ମାଡ଼ାନାଦ୍‌ |
| prawn | Noun | ରେୟା, ରେୟେ |
| pray | Verb | ତାଲ୍‌ ପା, ତାଲ୍‌ କା |
| prayer | Noun | ପ୍ରାର୍ତାନା ମାଡ଼ା, ତୁଙ୍ଗା |
| preach | Verb | ଦାର୍ମାମ୍‌ ଞଷାୟାମ୍‌ ତ୍‌ |
| precede | Noun | ମୁନ୍ନେ ମାନ୍ଦାନାଦ୍‌ |
| precedent | Noun | ମୁନ୍ନେଟ୍‌ କାଲାମ୍‌ ତ୍‌ |
| precise, exact | Adjective | ଲଟ୍‌ କେ |
| predestine | Verb | ମୁନ୍‌ ନେ କୁଞ୍ଚ୍‌ |
