| Word in English | Part of Speech | Odiya Translation |
|---|---|---|
| nip off | Verb | ରଟା ପିଙ୍କାନାଦ୍‌ |
| nipping | Adjective | କିଡ୍ଲିସାନାଦ୍‌ |
| sensitive | Adjective | FEAIGIQ |
| nipping-friendly | Adjective | ଗିଲ୍ଲାନାଦ୍‌ |
| nipple | Noun | ପଟ୍‌ |
| leaf stalk | Noun |  |
| tattume(much 69) | Noun | ତତୁ ମେ(ମୁଚ୍‌ ଚେ) |
| according | Adverb | ଆୟ୍ୟୋ, ଇଲେ |
| no cover | Noun |  |
| no digestion | Adjective | Agel |
| no less than | Correlative connective | ଆଦିଙ୍କ କାନ୍ନା |
| no motion | Noun | ପେଲାଟାମ୍‌ ଇଲେ |
| constipation | Noun |  |
| no one | Pronoun | ବେନୋଣୁ ବା, GEER |
| no one for care | Noun | ଦିକ୍‌ AN, ଞ୍ଜୋର୍‌ |
| no one in the house | Noun | ସିମୁନ୍‌, ମିନ୍ଦେ |
| no one is differ | Adjective | ବେନଣ୍ଡ, ଆୟଣ୍ଠ 6aca |
| no sense | Noun | ନଦିଲେ, ନୟ୍‌, ୟୋ, ନପ୍‌ ମାନୋ |
| no sooner....than | Correlative connective | ଆତା କି ଆୟ୍ୟୋ |
| NO sour | Noun | ପୁଲିଲେ |
| no value | Noun | ଆନ୍‌ ଗାଲ୍‌ Qe |
| oar, paddle | Noun | ଓଡ଼ା ଟେଡ୍‌ ବାଲା |
| obey | Verb | ୮:୮୬. FIGS, FIG!, କେଞ୍ଚାନାଦ୍‌ |
