| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| right | Noun | ଆଦିକାରାମ୍‌ |
| right | Noun | ତିନା ପାକ୍‌ କା |
| right hand | Noun | ତିନ୍ନାକାୟ |
| right leg | Noun | ତିନ୍ନାଗାଲ୍‌ |
| righteous | Adjective | ଦାର୍ମାମ୍‌ ତେ, ନୀତିଗ୍‌ |
| righteousness | Noun | ନିଜାମ୍‌ ତେ ମାନ୍ଦାନାଦ୍‌ |
| rightly served, done | Interjection | ସାୟା ତୁଙ୍ଗ |
| rim | Noun | ଗୋଡ଼୍‌ ମୁଲା |
| rind | Noun | ତଲ୍‌ କା ରୋଗାମ୍‌ |
| ring | Noun | ମୁଦ୍ଦା |
| ring | Verb | ନେଙ୍କାନାଦ୍‌, ସାତୁ ସାନାଦ୍‌ |
| ring about | Verb | ସୁଟ୍‌ ଓାଟାନାଦ୍‌ |
| ring at | Verb | ମାର୍‌ ତା, ଗୁମ୍‌ ମାମ୍‌ ତା, ଗାଣ୍ଟି ରେତାନାଦ୍‌, ସାନାଦ୍‌ |
| ring finger | Noun | ଉଙ୍ଗାମ୍‌ ଏାଟାନ୍‌ |
| ring for | Verb | ଗାଣ୍ଟା ନେଇ ଏାଦାନାଙ୍କ୍‌ ଆନାଞ୍ଚାଲ୍‌, ଭଦାନାଦ୍‌ |
| ring guard | Noun | ପାଇତେମ୍‌, ଗାଜୁ |
| ring the bell, play, beat | Verb | ଦେନ୍‌ ସାଟ୍‌, ବେନ୍‌ Ale |
| ring up | Verb | ପୋନ୍‌ ଦା କାର୍‌ GIGI |
| ring worm | Noun | ଶୋମିନ୍ଦେ |
| rinse in water | Verb | କାହ୍‌ ଭାନାଦ୍‌ |
| riot | Noun | ମବାମ୍‌, ନାର୍‌ ଗଢ଼ିa |
