| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| greasiness | Noun | ବିଦାର୍‌ ମିନ୍ଦେ |
| great | Adjective | ବାଡ଼ିୟା |
| great bear | Noun | କାଟୁଲ୍‌ ଭକ୍‌ କାକ୍‌ |
| great man | Noun | ମେନ୍ତାମାଣୁସୁଣ୍ଠ |
| greatness | Noun | ମେଲ୍‌ ତା |
| greediness | Noun | ଗାଦେମ୍‌ ଆସା |
| green | Noun | ପାଛାଙ୍ଗ୍‌ |
| green coconut | Noun | ପାଚ୍‌ ଚି |
| green fruit | Noun | ପାଚ୍‌ ଚି କାୟା |
| green gram | Noun | ପେସିଲି |
| green jack | Noun | ପାଣ୍‌ ସ୍‌ ପେଣ୍ଡ କ୍‌ |
| greens | Noun | କୁଚିର୍‌, ଦୋଗେଲ୍‌ |
| greet with folded hands | Verb | ସାନ୍ଦାନାଲ୍‌, ନମାସ୍କାରାମ୍‌ |
| grey, white hair | Noun | କେଲ୍‌ କୁ ରାଗ୍‌ ପାଣ୍ଟ ତା କେଲ୍‌ କ୍‌ |
| grief, sorrow | Noun | ଦୁକ୍‌ କାମ୍‌ |
| grievance | Noun | ତ୍ତର୍‌ |
| grieve | Noun | ଦୁକାମ୍‌ ମାଡ଼ାନାଦ୍‌ |
| grievous | Adjective | ଯାର୍ ଆର୍ବ୍ |
| grind pulses | Verb | ରାନାଦ୍‌ |
| grinder | Noun | ଜାରା, କାଲ୍‌-ପିରି, ପେଶିଲି |
| grinding curry-stuff | Noun | କାରାମ୍‌, ନୂରାନାଦ୍‌, ଜାତା କାଲ୍‌ |
| grinding stone for curry-stuff | Noun | କାମ୍‌ କାଲ୍‌, ପାସ୍‌ ପ୍‌ |
