| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| mischief | Noun | ଉପ୍‌ ପାନାଦ୍‌ |
| (of children) mischief | Noun | ତୁଙ୍ଗାନାଦ୍‌ |
| miserable life | Adjective | ଜୀୱାମ୍‌ |
| miserly person | Adjective | ଶ୍‌ |
| misery | Noun | ଗାଇଁ |
| misfortune | Noun | କାରାବ୍‌ ଆଡୁଷ୍ଟାମ୍‌ |
| mishap, accident, casualty | Noun | ସାଟ୍‌ କେ ଦେବା, କାଷ୍ଟାମ୍‌, ତିପାଲ୍‌ ତାଗାଲ୍‌, ନାଦ୍‌ |
| mislead, misguide | Verb | ମାପିଦାନାଦ୍‌ |
| miss | Adjective | ମାୟ୍‌, ଆତ୍‌, ଗାତୁଲ୍‌, ଲେୟ୍‌ ଦାଡ଼୍‌ |
| mist, haze | Noun | ମୁଡ଼େମ୍‌ |
| mistake | Noun | ନେରାମ୍‌, ତାପ୍‌ ପୁ |
| mistress | Noun | ମେଲ୍‌ ତା ନାଟାଡ଼୍‌ |
| mix the water, stirred up | Verb | କେଲ୍‌ କାନାଦ୍‌ |
| mix up (disorder) | Noun | ମନ୍ଦି କାଲ୍‌ ପାନାଦ୍‌ |
| mixing | Verb | କାଲପି |
| mock | Verb | କାନାଦ୍‌, ନାଟ୍‌ କା ଆଦାନାଦ୍‌ |
| mockery | Noun | କାନାଡ୍ଡା |
| mockingly | Adverb | ମିଡୁକୋରେ |
| modern days | Adjective | ଇଂଜେଟ୍‌ କାଲାମ୍‌ |
| modesty | Noun | ନେମ୍‌ MI |
| molar tooth | Noun | ଗାୱ୍‌ ଗା ଆତିୟା ପାଲ୍‌ |
