| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| upper | Preposition | ପର |
| upper lips | Noun | AQ, AEE, ACA |
| upright man | Adjective | ମେଲ୍‌ ତା |
| upset | Verb | ଆୟ୍‌ ଞି ଆନ୍ଦାନାଦ୍‌ |
| upside down | Adverb | ପାଲ୍‌ ଟି, ମୁଣୁସ୍‌ ତ୍‌ |
| upstairs | Noun | ଆନ୍ତରାମ୍‌ |
| urban | Noun | ନାର୍‌ |
| urinal | Noun | କାନାଦ୍‌ |
| urine | Noun | ତା ଏର୍‌ |
| us | Pronoun | MAR |
| usefulness | Noun | ମେଲ୍‌ ତା, ଆଦାନାଦ୍‌ |
| useless | Adjective | ଆଶ୍‌, ଶାମେ,ଆପୁନାମେ |
| usually | Adverb | ମେମ |
| utensils | Noun | AQ, AER |
| uterus/womb | Noun | ଡକା ତା, ପିଲା ତେୟାର୍‌ AGIA ASA |
| utterly | Adverb | ସାରେ, ଆକାର୍‌, ମଭାମ୍‌ |
| uvula | Noun | ପାପେ ଗାଣ୍ଟାମ୍‌ |
| vanish | Verb | ମାୟି ଆନ୍ଦାନାଦ୍‌ |
| vapour/steam | Noun | Ula, ଉମା |
| varied | Adjective | ପେରେ ଓେରେ, ଲେକାମ୍‌ |
