| Word in English | Part of Speech | Odiya Translation |
| --- | --- | --- |
| a | Adjective & Article | ଅରୋଟ୍‌ |
| accordingly | Adverb | ଆଦିଙ୍କ୍‌ ଲେକେ |
| look after | Verb | କାପ୍‌ ଉଡ଼ାନାଦ୍‌ |
| look down upon or on | N/A | N/A |
| look in to | Verb | ମେକ୍‌ କି ଉଡ଼ାନାଦ୍‌ |
| look out for | Verb | ମେକ୍‌ GIGI |
| look through | Verb | ପରୀକ୍ଷା ମାଡ଼ି ଉଡ଼ାନାଦ୍‌ |
| look, view | Verb | AGI |
| looking glass, mirror | Noun | ଆଦାମ୍‌ |
| loose | Adjective | କାୟ୍‌ Qe |
| loosen | Verb | ଲେମ୍‌, ଲେତାନାଦ୍‌ |
| loosened | Adjective | ଆଉଆକଲେତଭା ମିନ୍ଦାନ୍‌ |
| loot, plunder | Noun | ଡଙ୍ଗାନାଦ୍‌ |
| looter | Noun | ଜୋକ୍‌ କା, ସାଙ୍ଗୋ, ଜାତା ମାଞ୍ଚି, ସାଡ୍‌ ମାଞ୍ଜା, ଡଙ୍ଗାନାଦ୍‌ |
| lord | Noun | ପାରାମେଶ୍ବାର୍‌, ଦେଏ୍‌ ଡ଼୍‌, AA ତନ୍‌, ଭଶ୍ବର, APIA, ASIN |
| lorry | Noun | RI |
| lose | Verb | ମାପାନାଦ୍‌, ନ୍‌ ନାଷ୍ଟାମ୍‌, AIRS |
| lose a fight | Verb | ନ୍‌ PIRI |
| loss, damage | Noun | ନାଷ୍ଟୀମ୍‌, ମାଡ଼ିଭୋଣ୍ତ |
| lost man | Adjective | ମାଇଆତଣ୍ଡ |
| lot | Noun | ଏକ୍‌, ଓା, ଦିବେଡ଼, ଡିଟାଙ୍ଗ୍‌ |
| lot of, too much, very | Adjective | ଡିଟାଙ୍କ, ଗାଦେମ୍‌ |
| lotus | Noun | ପଦ୍ମ ପୂରଙ୍ଗାର୍‌ |
| loud noise | Noun | କାୟ୍‌ Qe ଗଟି |
| N/A | N/A | ତ୍ରିୟାନାଦ୍‌ |
